"Засаг захиргааны нэгж","Гэмт хэргийн ангилал","2018","2019"
"Сайхан","Хүний халдашгүй чөлөөтэй ажиллах эрхийн эсрэг гэмт хэрэг","1",""
"Сайхан","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","","1"
"Сэлэнгэ","Улсын дүн","15","23"
"Сэлэнгэ","Хүний амьд явах эрхийн эсрэг","2",""
"Сэлэнгэ","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","2",""
"Сэлэнгэ","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","3"
"Сэлэнгэ","Өмчлөх эрхийн эсрэг","5","9"
"Сэлэнгэ","Хулгайлах","1","3"
"Сэлэнгэ","Мал хулгайлах","2","3"
"Сэлэнгэ","Залилах","1","1"
"Сэлэнгэ","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","","1"
"Сэлэнгэ","Хүрээлэн байгаа орчны эсрэг","5","8"
"Сэлэнгэ","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","2"
"Тэшиг","Улсын дүн","14","8"
"Тэшиг","Хүний амьд явах эрхийн эсрэг","","1"
"Тэшиг","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","","1"
"Тэшиг","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","3"
"Тэшиг","Өмчлөх эрхийн эсрэг","5","1"
"Тэшиг","Хулгайлах","4",""
"Тэшиг","Мал хулгайлах","","1"
"Тэшиг","Хөрөнгө завших","1",""
"Тэшиг","Хүрээлэн байгаа орчны эсрэг","4","1"
"Тэшиг","ХАБТХАЖ-ын эсрэг гэмт хэрэг","","1"
"Тэшиг","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Тэшиг","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","","1"
"Хангал","Улсын дүн","20","22"
"Хангал","Хүний амьд явах эрхийн эсрэг","2","1"
"Хангал","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1","1"
"Хангал","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","7","5"
"Хангал","Өмчлөх эрхийн эсрэг","2","10"
"Хангал","Мал хулгайлах","","8"
"Хангал","Дээрэмдэх","1",""
"Хангал","Хөрөнгө завших","","1"
"Хангал","Хүрээлэн байгаа орчны эсрэг","4","2"
"Хангал","ХАБТХАЖ-ын эсрэг гэмт хэрэг","4","2"
"Хангал","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","2"
"Хангал","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","1",""
"Хишиг-Өндөр","Улсын дүн","12","29"
"Хишиг-Өндөр","Хүний амьд явах эрхийн эсрэг","1","0"
"Хишиг-Өндөр","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1","0"
"Хишиг-Өндөр","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","6","3"
"Хишиг-Өндөр","Өмчлөх эрхийн эсрэг","3","20"
"Хишиг-Өндөр","Хулгайлах","1","6"
"Хишиг-Өндөр","Мал хулгайлах","1","12"
"Хишиг-Өндөр","Залилах","1","2"
"Хишиг-Өндөр","Хүрээлэн байгаа орчны эсрэг","","3"
"Хишиг-Өндөр","ХАБТХАЖ-ын эсрэг гэмт хэрэг","1",""
"Хишиг-Өндөр","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","3"
"Хишиг-Өндөр","Хүүхдийн эсрэг  гэмт хэрэг","1",""
"Хутаг-Өндөр","Улсын дүн","25","33"
"Хутаг-Өндөр","Хүний амьд явах эрхийн эсрэг","1","1"
"Хутаг-Өндөр","Хүнийг  санаатай алах","","1"
"Хутаг-Өндөр","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Хутаг-Өндөр","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","7","6"
"Хутаг-Өндөр","Өмчлөх эрхийн эсрэг","9","15"
"Хутаг-Өндөр","Хулгайлах","6","7"
"Хутаг-Өндөр","Мал хулгайлах","3","5"
"Хутаг-Өндөр","Залилах","","2"
"Хутаг-Өндөр","Хөрөнгө завших","","1"
"Хутаг-Өндөр","Хүрээлэн байгаа орчны эсрэг","2","2"
"Хутаг-Өндөр","ХАБТХАЖ-ын эсрэг гэмт хэрэг","6","7"
"Хутаг-Өндөр","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","2"
"Бусад","Улсын дүн","","0"
"Бусад","Хүний амьд явах эрхийн эсрэг","","0"
"Бусад","Хүнийг  санаатай алах","","0"
"Бусад","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","","0"
"Бусад","Өмчлөх эрхийн эсрэг","","0"
"Баянхонгор","Улсын дүн","581","642"
"Баянхонгор","Хүний амьд явах эрхийн эсрэг","7","15"
"Баянхонгор","Хүнийг  санаатай алах","2","7"
"Баянхонгор","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","5","6"
"Баянхонгор","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","203","188"
"Баянхонгор","Өмчлөх эрхийн эсрэг","315","326"
"Баянхонгор","Хулгайлах","206","165"
"Баянхонгор","Мал хулгайлах","51","101"
"Баянхонгор","Дээрэмдэх","6","1"
"Баянхонгор","Залилах","35","26"
"Баянхонгор","Хөрөнгө завших","7","9"
"Баянхонгор","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","3","1"
"Баянхонгор","Эрүүл мэндийн эсрэг","0","2"
"Баянхонгор","Хүрээлэн байгаа орчны эсрэг","11","20"
"Баянхонгор","ХАБТХАЖ-ын эсрэг гэмт хэрэг","11","24"
"Баянхонгор","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","21","41"
"Баянхонгор","Эдийн засгийн гэмт хэрэг","1","2"
"Баянхонгор","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","1","5"
"Баянхонгор","Авлигын эсрэг","5","14"
"Баянхонгор","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","3","3"
"Баянхонгор","Цэргийн албаны эсрэг гэмт хэрэг","","1"
"Баянхонгор","Улсын дүн","371","379"
"Баянхонгор","Хүний амьд явах эрхийн эсрэг","4","6"
"Баянхонгор","Хүнийг  санаатай алах","1","2"
"Баянхонгор","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","3","3"
"Баянхонгор","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","134","144"
"Баянхонгор","Өмчлөх эрхийн эсрэг","210","174"
"Баянхонгор","Хулгайлах","159","120"
"Баянхонгор","Мал хулгайлах","4","3"
"Баянхонгор","Дээрэмдэх","6","1"
"Баянхонгор","Залилах","29","22"
"Баянхонгор","Хөрөнгө завших","4","6"
"Баянхонгор","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","1",""
"Баянхонгор","Эрүүл мэндийн эсрэг","","2"
"Баянхонгор","Хүрээлэн байгаа орчны эсрэг","1","4"
"Баянхонгор","ХАБТХАЖ-ын эсрэг гэмт хэрэг","5","8"
"Баянхонгор","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","11","26"
"Баянхонгор","Эдийн засгийн гэмт хэрэг","1","2"
"Баянхонгор","Хэрэг шалган шийдвэрлэх ажиллагааны эсрэг гэмт хэрэг","1","3"
"Баянхонгор","Авлигын эсрэг","2","8"
"Баянхонгор","Нийтийн албаны ашиг сонирхлын эсрэг гэмт хэрэг","1","1"
"Баянхонгор","Цэргийн албаны эсрэг гэмт хэрэг","","1"
"Баацагаан","Улсын дүн","11","10"
"Баацагаан","Хүний амьд явах эрхийн эсрэг","","1"
"Баацагаан","Хүнийг  санаатай алах","","1"
"Баацагаан","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","","0"
"Баацагаан","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","4","2"
"Баацагаан","Өмчлөх эрхийн эсрэг","6","4"
"Баацагаан","Хулгайлах","3","1"
"Баацагаан","Мал хулгайлах","3","3"
"Баацагаан","ХАБТХАЖ-ын эсрэг гэмт хэрэг","","2"
"Баацагаан","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1","1"
"Баянбулаг","Улсын дүн","24","0"
"Баянбулаг","Хүний амьд явах эрхийн эсрэг","2","0"
"Баянбулаг","Хүнийг  санаатай алах","1","0"
"Баянбулаг","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Баянбулаг","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","7","0"
"Баянбулаг","Өмчлөх эрхийн эсрэг","13","0"
"Баянбулаг","Хулгайлах","5",""
"Баянбулаг","Мал хулгайлах","6",""
"Баянбулаг","Залилах","1",""
"Баянбулаг","Хөрөнгө завших","1",""
"Баянбулаг","ХАБТХАЖ-ын эсрэг гэмт хэрэг","1",""
"Баянбулаг","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","1",""
"Баянговь","Улсын дүн","2","11"
"Баянговь","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","","4"
"Баянговь","Өмчлөх эрхийн эсрэг","2","2"
"Баянговь","Хулгайлах","","2"
"Баянговь","Мал хулгайлах","2",""
"Баянговь","Хүрээлэн байгаа орчны эсрэг","","1"
"Баянговь","ХАБТХАЖ-ын эсрэг гэмт хэрэг","","1"
"Баянговь","Хүний бэлгийн эрх чөлөө, халдашгүй байдлын эсрэг гэмт хэрэг","","2"
"Баянговь","Авлигын эсрэг","","1"
"Баянлиг","Улсын дүн","8","16"
"Баянлиг","Хүний амьд явах эрхийн эсрэг","1","2"
"Баянлиг","Хүнийг  санаатай алах","","2"
"Баянлиг","Хүнийг амиа хорлох нөхцөл байдалд  хүргэх","1",""
"Баянлиг","Хүний эрүүл мэндийн халдашгүй  байдлын эсрэг","3","4"
"Баянлиг","Өмчлөх эрхийн эсрэг","3","4"
"Баянлиг","Хулгайлах","3","2"
"Баянлиг","Мал хулгайлах","","2"
"Баянлиг","Олон нийтийн   аюулгүй байдал, ашиг сонирхлын  эсрэг","","1"
"Баянлиг","Хүрээлэн байгаа орчны эсрэг","","2"
