"Статистик үзүүлэлт","Засаг захиргааны нэгж","2010","2011","2012","2013","2014","2015","2016","2017"
"Бусдын бие махбодид гэмтэл учруулах","Гурванзагал","1","","","1","2","1","","1"
"Бусдын бие махбодид гэмтэл учруулах","Дашбалбар","2","2","2","3","2","3","4","7"
"Бусдын бие махбодид гэмтэл учруулах","Матад","1","3","5","5","8","3","5","2"
"Бусдын бие махбодид гэмтэл учруулах","Сэргэлэн","","1","","1","2","2","1","2"
"Бусдын бие махбодид гэмтэл учруулах","Халхгол","3","4","4","4","4","5","5","2"
"Бусдын бие махбодид гэмтэл учруулах","Хөлөнбуйр","3","","1","1","3","2","4","1"
"Бусдын бие махбодид гэмтэл учруулах","Цагаан-Овоо","3","3","3","","3","7","4","6"
"Бусдын бие махбодид гэмтэл учруулах","Чойбалсан","4","4","3","2","23","4","5","3"
"Бусдын бие махбодид гэмтэл учруулах","Чулуунхороот","3","1","","","1","2","4","3"
"Бусдын бие махбодид гэмтэл учруулах","Сүхбаатар","33","42","48","95","100","100","119","121"
"Бусдын бие махбодид гэмтэл учруулах","Баруун-Урт","16","32","33","52","62","52","59","61"
"Бусдын бие махбодид гэмтэл учруулах","Асгат","","","1","1","16","30","1","1"
"Бусдын бие махбодид гэмтэл учруулах","Баяндэлгэр","1","","1","1","4","2","4","4"
"Бусдын бие махбодид гэмтэл учруулах","Дарьганга","3","1","2","7","","1","6","6"
"Бусдын бие махбодид гэмтэл учруулах","Мөнххаан","","1","1","10","4","5","11","8"
"Бусдын бие махбодид гэмтэл учруулах","Наран","1","","","2","3","3","1","5"
"Бусдын бие махбодид гэмтэл учруулах","Онгон","1","","","","1","1","1","2"
"Бусдын бие махбодид гэмтэл учруулах","Сүхбаатар","3","","1","8","","","3","7"
"Бусдын бие махбодид гэмтэл учруулах","Түвшинширээ","1","","2","3","1","","2","2"
"Бусдын бие махбодид гэмтэл учруулах","Түмэнцогт","1","1","2","6","","3","5","5"
"Бусдын бие махбодид гэмтэл учруулах","Уулбаян","1","1","2","1","2","","1","4"
"Бусдын бие махбодид гэмтэл учруулах","Халзан","","1","","","","1","1","1"
"Бусдын бие махбодид гэмтэл учруулах","Эрдэнэцагаан","5","5","3","4","7","2","24","15"
"Бусдын бие махбодид гэмтэл учруулах","Хэнтий","88","68","84","94","141","74","97","107"
"Бусдын бие махбодид гэмтэл учруулах","Хэрлэн","53","28","40","47","54","25","39","31"
"Бусдын бие махбодид гэмтэл учруулах","Батноров","6","2","1","","3","2","4","11"
"Бусдын бие махбодид гэмтэл учруулах","Батширээт","1","1","1","3","2","2","1","2"
"Бусдын бие махбодид гэмтэл учруулах","Бэрх","","","2","4","4","1","3","3"
"Бусдын бие махбодид гэмтэл учруулах","Баян-Адарга","","3","1","4","2","","2","4"
"Бусдын бие махбодид гэмтэл учруулах","Баянмөнх","","1","3","","","3","",""
"Бусдын бие махбодид гэмтэл учруулах","Баян-Овоо","2","1","3","1","4","1","1","2"
"Бусдын бие махбодид гэмтэл учруулах","Баянхутаг","2","3","3","1","9","3","1","1"
"Бусдын бие махбодид гэмтэл учруулах","Биндэр","","1","2","3","8","3","6","9"
"Бусдын бие махбодид гэмтэл учруулах","Галшир","2","1","","3","4","3","3","1"
"Бусдын бие махбодид гэмтэл учруулах","Дадал","","","2","1","2","","","1"
"Бусдын бие махбодид гэмтэл учруулах","Дархан","","4","2","4","1","1","5","3"
"Бусдын бие махбодид гэмтэл учруулах","Дэлгэрхаан","3","4","3","5","5","3","","2"
"Бусдын бие махбодид гэмтэл учруулах","Жаргалтхаан","1","4","4","2","3","2","1",""
"Бусдын бие махбодид гэмтэл учруулах","Мөрөн","","1","","","3","1","1","1"
"Бусдын бие махбодид гэмтэл учруулах","Норовлин","3","2","","4","1","3","",""
"Бусдын бие махбодид гэмтэл учруулах","Өмнөдэлгэр","1","6","2","2","3","2","7","8"
"Бусдын бие махбодид гэмтэл учруулах","Цэнхэрмандал","3","2","","","6","3","1","5"
"Бусдын бие махбодид гэмтэл учруулах","Бор-Өндөр","11","4","15","10","27","16","22","23"
"Бусдын бие махбодид гэмтэл учруулах","Улаанбаатар","3,227","3,327","3,662","4,353","4,795","4,784","4,958","5,392"
"Бусдын бие махбодид гэмтэл учруулах","Улаанбаатар","3,227","3,327","3,662","4,353","4,795","4,784","4,958","5,392"
"Бусдын бие махбодид гэмтэл учруулах","Багануур","100","94","113","124","124","126","119","106"
"Бусдын бие махбодид гэмтэл учруулах","Багахангай","7","5","14","12","8","2","12","13"
"Бусдын бие махбодид гэмтэл учруулах","Баянгол","436","556","667","774","769","913","865","985"
"Бусдын бие махбодид гэмтэл учруулах","Баянзүрх","637","614","741","995","1,164","1,096","1,194","1,344"
"Бусдын бие махбодид гэмтэл учруулах","Налайх","147","119","119","130","147","182","191","154"
"Бусдын бие махбодид гэмтэл учруулах","Сонгинохайрхан","439","509","526","619","812","825","911","876"
"Бусдын бие махбодид гэмтэл учруулах","Сүхбаатар","633","604","650","693","662","666","598","796"
"Бусдын бие махбодид гэмтэл учруулах","Хан-Уул","334","380","344","392","446","450","524","533"
"Бусдын бие махбодид гэмтэл учруулах","Чингэлтэй","494","446","488","614","663","524","544","585"
"Бусдын бие махбодид гэмтэл учруулах","Нисэх","4","3","4","4","","","",""
"Бусдын бие махбодид гэмтэл учруулах","Төмөр зам","25","31","19","25","","","",""
"Бусдын бие махбодид гэмтэл учруулах","Бусад","26","9","4","2","3","3","8","14"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Улсын дүн","7,944","7,232","9,023","11,118","12,551","13,445","13,336","18,176"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Баруун бүс","610","599","589","555","573","617","561","625"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Завхан","122","132","131","110","144","91","118","96"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Улиастай","41","30","29","38","44","38","46","27"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Алдархаан","1","1","","2","10","3","6","9"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Асгат","15","20","23","7","1","","1",""
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Баянтэс","","5","5","5","7","2","2",""
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Баянхайрхан","3","5","","","1","1","1",""
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Дөрвөлжин","1","2","5","2","6","4","3","2"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Завханмандал","3","1","1","6","","3","1","1"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Идэр","4","6","4","1","5","2","4","2"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Их-Уул","1","7","9","8","4","6","7","9"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Нөмрөг","4","5","4","1","3","","1","4"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Отгон","","2","1","3","4","1","1","4"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Сантмаргац","2","","11","6","11","6","2","1"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Сонгино","3","3","4","2","6","","3",""
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Булнай","18","5","4","8","8","18","24","14"
"Өмчлөх эрхийн эсрэг гэмт хэрэг","Түдэвтэй","2","3","1","","3","2","2","1"
